DateTime,open,high,low,close,volume
2024-02-27T00:00:00+05:30, 313.55, 316.35, 308.15, 312.53, 14881202
2024-02-28T00:00:00+05:30, 312.43, 312.78, 303.05, 304.65, 12645922
2024-02-29T00:00:00+05:30, 304.5, 305.9, 297.23, 301.93, 20515464
2024-03-02T00:00:00+05:30, 312.5, 314.98, 309.2, 312.6, 625526
2024-03-04T00:00:00+05:30, 312.6, 321.63, 310.43, 320.23, 14804172
2024-03-05T00:00:00+05:30, 320.53, 324.75, 316.05, 322.55, 12317936
2024-03-06T00:00:00+05:30, 321.5, 326.5, 312.63, 319.18, 18258188
2024-03-07T00:00:00+05:30, 318.5, 320.58, 311, 312.35, 11968574
2024-03-11T00:00:00+05:30, 308.5, 319.35, 306.03, 313.2, 15353008
2024-03-12T00:00:00+05:30, 313.5, 317.68, 308.33, 312.73, 14074364
2024-03-13T00:00:00+05:30, 314, 314, 297.1, 298.88, 14910184
2024-03-14T00:00:00+05:30, 298.88, 307, 296.2, 304.38, 19372474
2024-03-15T00:00:00+05:30, 294.13, 300, 279.5, 293.23, 57039318
2024-03-18T00:00:00+05:30, 293.23, 296.4, 290.15, 291.15, 10980494
2024-03-19T00:00:00+05:30, 290, 290.43, 278.2, 278.85, 21665634
2024-03-20T00:00:00+05:30, 280.5, 286.2, 280.15, 283.33, 17528566
2024-03-21T00:00:00+05:30, 287, 294.85, 286.28, 293.9, 16625332
2024-03-22T00:00:00+05:30, 294.5, 302.23, 292.28, 296.4, 21445540
2024-03-26T00:00:00+05:30, 293.2, 301.9, 292.68, 299.93, 13567050
2024-03-27T00:00:00+05:30, 302.5, 305.88, 296.65, 297.6, 10893576
2024-03-28T00:00:00+05:30, 300.45, 305.63, 298.8, 301.2, 12168632
2024-04-02T00:00:00+05:30, 302.5, 310.15, 300, 307.9, 18944588
2024-04-03T00:00:00+05:30, 306.5, 309.68, 304.4, 305.48, 12456516
2024-04-04T00:00:00+05:30, 307, 308.05, 297.73, 299.25, 15187270
2024-04-05T00:00:00+05:30, 296.78, 297.15, 290.13, 295.23, 17546990
2024-04-08T00:00:00+05:30, 297.98, 301.8, 295.3, 295.98, 11628512
2024-04-09T00:00:00+05:30, 298.6, 298.6, 291.75, 292.88, 9089852
2024-04-10T00:00:00+05:30, 294.65, 304.35, 292.5, 302.38, 22286674
2024-04-12T00:00:00+05:30, 302.38, 306.43, 299.5, 300.6, 13419366
2024-04-15T00:00:00+05:30, 295.1, 299.9, 287.2, 294.78, 16619074
2024-04-16T00:00:00+05:30, 292.5, 300, 289.28, 296.15, 11546770
2024-04-18T00:00:00+05:30, 302.25, 308.8, 292.78, 294.8, 25834400
2024-04-19T00:00:00+05:30, 289, 294.95, 282.1, 292.9, 20996084
2024-04-22T00:00:00+05:30, 297.43, 304.4, 296.5, 301.73, 17525618
2024-04-23T00:00:00+05:30, 304.15, 304.75, 295.88, 296.5, 11440602
2024-04-24T00:00:00+05:30, 299, 299.43, 296, 296.68, 9778936
2024-04-25T00:00:00+05:30, 296.68, 302.9, 294.03, 301.7, 14346756
2024-04-26T00:00:00+05:30, 301.15, 307.35, 299.55, 304.73, 9905056
2024-04-29T00:00:00+05:30, 307.48, 312.25, 303.6, 309.4, 15908852
2024-04-30T00:00:00+05:30, 312, 312.28, 301.7, 303.68, 12520696
2024-05-02T00:00:00+05:30, 309, 318.53, 307.25, 317.33, 31766132
2024-05-03T00:00:00+05:30, 320, 320.85, 312.55, 314.93, 8997336
2024-05-06T00:00:00+05:30, 317.5, 317.6, 303.08, 305.13, 9472036
2024-05-07T00:00:00+05:30, 311.25, 314.23, 301, 302.15, 19902238
2024-05-08T00:00:00+05:30, 304, 312.15, 301.73, 310.15, 13939168
2024-05-09T00:00:00+05:30, 312.5, 312.5, 295.03, 296.08, 19938848
2024-05-10T00:00:00+05:30, 307.5, 310.98, 300.78, 309.33, 44164342
2024-05-13T00:00:00+05:30, 312.48, 312.48, 295.9, 303.45, 22898652
2024-05-14T00:00:00+05:30, 306.2, 308.85, 301.08, 302.98, 12813314
2024-05-15T00:00:00+05:30, 304.5, 314, 303.53, 312.53, 18835012
2024-05-16T00:00:00+05:30, 316, 316.68, 305.53, 309.38, 26886936
2024-05-17T00:00:00+05:30, 309.85, 314.75, 309.18, 314.15, 10203386
2024-05-18T00:00:00+05:30, 314.5, 315.28, 313.5, 314.5, 1035602
2024-05-21T00:00:00+05:30, 315, 324.5, 312.5, 322, 21247760
2024-05-22T00:00:00+05:30, 324.95, 325.35, 315.53, 320.25, 14673810
2024-05-23T00:00:00+05:30, 322.5, 327.05, 320.3, 323.73, 14982550
2024-05-24T00:00:00+05:30, 323.5, 331.68, 320.8, 327.05, 16208524
2024-05-27T00:00:00+05:30, 328.4, 330.88, 323.25, 328.03, 12493582
2024-05-28T00:00:00+05:30, 328.98, 329.5, 321.3, 323.25, 8950082
2024-05-29T00:00:00+05:30, 320, 321.48, 316.2, 316.78, 10753416
2024-05-30T00:00:00+05:30, 317.03, 318.4, 311.75, 312.88, 9645688
2024-05-31T00:00:00+05:30, 315, 317.2, 308.8, 313.9, 18484104
2024-06-03T00:00:00+05:30, 332.5, 343.5, 325.85, 333.08, 33828234
2024-06-04T00:00:00+05:30, 335, 335, 283.35, 290.1, 45748526
2024-06-05T00:00:00+05:30, 301.03, 301.03, 267.1, 290.55, 47388174
2024-06-06T00:00:00+05:30, 295.53, 303.73, 290.13, 292.08, 37934232
2024-06-07T00:00:00+05:30, 292.5, 301, 290.6, 299.9, 21620630
2024-06-10T00:00:00+05:30, 302.65, 304.93, 300.13, 301.3, 14828594
2024-06-11T00:00:00+05:30, 303.15, 306.35, 296.8, 303.6, 27027544
2024-06-12T00:00:00+05:30, 310.75, 311.93, 306.23, 306.68, 23479388
2024-06-13T00:00:00+05:30, 309.5, 310.75, 306.75, 309.68, 12050324
2024-06-14T00:00:00+05:30, 311.15, 314.65, 309.13, 313.33, 14628644
2024-06-18T00:00:00+05:30, 317.5, 317.5, 313.2, 315.45, 15884950
2024-06-19T00:00:00+05:30, 317.1, 317.1, 307.5, 307.9, 19648006
2024-06-20T00:00:00+05:30, 310, 314.4, 306.4, 313.13, 18076646
2024-06-21T00:00:00+05:30, 318, 319, 305.1, 307.6, 30004484
2024-06-24T00:00:00+05:30, 309.7, 309.7, 303.3, 305.25, 7557297
2024-06-25T00:00:00+05:30, 305.25, 306.45, 294.8, 296.3, 15630568
2024-06-26T00:00:00+05:30, 298, 300.85, 296.25, 298.4, 7973173
2024-06-27T00:00:00+05:30, 298.8, 307, 296.05, 304.85, 12487595
2024-06-28T00:00:00+05:30, 305.85, 306.6, 301.55, 303.95, 9077880
2024-07-02T00:00:00+05:30, 304, 308.25, 302.2, 304.4, 5553786
2024-07-03T00:00:00+05:30, 305.5, 307.45, 303, 306.6, 4355165
2024-07-04T00:00:00+05:30, 306.6, 308.5, 301.95, 303, 6607472
2024-07-05T00:00:00+05:30, 303, 307.2, 302, 306.65, 7684768
2024-07-08T00:00:00+05:30, 304.6, 307.95, 298.8, 299.5, 11488688
2024-07-09T00:00:00+05:30, 301.25, 302.15, 296.4, 300.2, 18094862
2024-07-10T00:00:00+05:30, 300.8, 301.8, 293.4, 300.35, 12134270
2024-07-11T00:00:00+05:30, 302, 308, 299.6, 306.6, 19246022
2024-07-12T00:00:00+05:30, 309.7, 310.95, 303.75, 304.55, 10426157
2024-07-15T00:00:00+05:30, 306, 309, 304.15, 307.75, 8687357
2024-07-16T00:00:00+05:30, 308, 319.25, 308, 315.95, 28132502
2024-07-18T00:00:00+05:30, 318.5, 319, 312.7, 318.15, 19588548
2024-07-19T00:00:00+05:30, 318.15, 318.15, 301.8, 303.8, 19823046
2024-07-22T00:00:00+05:30, 304.55, 317.15, 300.1, 308.25, 27102699
2024-07-23T00:00:00+05:30, 311.45, 312.3, 296.1, 306, 24287234
2024-07-24T00:00:00+05:30, 306.4, 315.85, 304.85, 314.95, 16934157
2024-07-25T00:00:00+05:30, 312.95, 327.15, 310.8, 326.15, 30554549
2024-07-26T00:00:00+05:30, 327.95, 329.4, 323.4, 328.8, 21839106
2024-07-29T00:00:00+05:30, 333.4, 338.95, 331.05, 337.9, 20234464
2024-07-30T00:00:00+05:30, 338.55, 359.05, 337.3, 348.2, 45785745
2024-07-31T00:00:00+05:30, 352, 354.1, 346.15, 350.05, 17224023
2024-08-02T00:00:00+05:30, 346.9, 350.95, 340.05, 347.1, 15120989
2024-08-05T00:00:00+05:30, 342, 346.95, 334.4, 341.7, 23868328
2024-08-06T00:00:00+05:30, 343, 349.65, 333.4, 334.7, 13702018
2024-08-07T00:00:00+05:30, 341.2, 347.75, 337.4, 343.65, 14250381
2024-08-08T00:00:00+05:30, 343.95, 343.95, 332.8, 338.3, 15378854
2024-08-09T00:00:00+05:30, 333.15, 336.7, 329.8, 333.4, 11351617
2024-08-12T00:00:00+05:30, 331.8, 336.8, 330.2, 333.4, 12253716
2024-08-13T00:00:00+05:30, 331.95, 332.75, 321, 321.7, 9757429
2024-08-14T00:00:00+05:30, 321.7, 327.45, 320.65, 325.05, 8457477
2024-08-16T00:00:00+05:30, 326.05, 333.8, 326.05, 332.5, 8214443
2024-08-19T00:00:00+05:30, 337.8, 345.55, 336.35, 343.8, 17875728
2024-08-20T00:00:00+05:30, 348.95, 354.1, 347.4, 349.4, 22888866
2024-08-21T00:00:00+05:30, 349.35, 355.6, 348.15, 351.2, 14795459
2024-08-22T00:00:00+05:30, 354.6, 355.1, 348.55, 350.1, 10244576
2024-08-23T00:00:00+05:30, 349.8, 358, 349.55, 352.2, 15872017
2024-08-26T00:00:00+05:30, 355.45, 355.9, 349, 351.15, 6672007
2024-08-27T00:00:00+05:30, 348, 350.75, 343.5, 349.05, 9683173
2024-08-28T00:00:00+05:30, 348.5, 355.75, 346.65, 348.15, 7295981
2024-08-29T00:00:00+05:30, 349.8, 357.55, 347.15, 356.45, 13054801
2024-08-30T00:00:00+05:30, 359.95, 365.5, 354.75, 357.65, 20312502
2024-09-02T00:00:00+05:30, 361, 367.2, 357.5, 358.45, 14344785
2024-09-03T00:00:00+05:30, 359.5, 359.7, 353.5, 355.4, 9289259
2024-09-04T00:00:00+05:30, 355.4, 363.95, 354.65, 357.25, 19416507
2024-09-05T00:00:00+05:30, 359.5, 364.35, 355.75, 360.7, 15927510
2024-09-06T00:00:00+05:30, 362.35, 365.25, 351.05, 352.15, 19044553
2024-09-09T00:00:00+05:30, 352.1, 353.55, 347.1, 347.8, 9200270
2024-09-10T00:00:00+05:30, 349, 351.5, 344.65, 345.95, 8137710
2024-09-11T00:00:00+05:30, 349.95, 352.8, 338.55, 340.25, 12194591
2024-09-12T00:00:00+05:30, 343.45, 346.2, 340.4, 344.3, 15970391
2024-09-13T00:00:00+05:30, 346, 349.75, 341.65, 342.3, 11006109
2024-09-16T00:00:00+05:30, 344.9, 344.9, 340, 340.65, 4850244
2024-09-17T00:00:00+05:30, 339.95, 340.85, 335.05, 338.4, 7237522
2024-09-18T00:00:00+05:30, 339, 339.9, 334.45, 336.1, 4111826
2024-09-19T00:00:00+05:30, 337.95, 337.95, 322.95, 324.45, 12549677
2024-09-20T00:00:00+05:30, 326.45, 333.1, 324.45, 331.2, 14642546
2024-09-23T00:00:00+05:30, 333, 339.5, 331.3, 338.1, 6110287
2024-09-24T00:00:00+05:30, 338.55, 343.2, 336.7, 339.15, 7068491
2024-09-25T00:00:00+05:30, 341, 341.8, 335.15, 339.8, 6087353
2024-09-26T00:00:00+05:30, 340, 346.95, 335.15, 345.1, 9517367
2024-09-27T00:00:00+05:30, 347, 370.5, 346.35, 367.3, 40756678
2024-09-30T00:00:00+05:30, 367.15, 376, 360.15, 369.5, 23755421
2024-10-03T00:00:00+05:30, 353.75, 361.6, 347, 348.85, 20754875
2024-10-04T00:00:00+05:30, 342.5, 347.95, 334.35, 340.25, 18185208
2024-10-07T00:00:00+05:30, 342, 343.3, 332.8, 335, 7847806
2024-10-08T00:00:00+05:30, 331.5, 339.45, 328.25, 338, 9565667
2024-10-09T00:00:00+05:30, 345, 350, 337.75, 338.85, 13523561
2024-10-10T00:00:00+05:30, 342, 343.3, 334.55, 335.45, 5706365
2024-10-11T00:00:00+05:30, 335.45, 339.4, 334, 337.65, 4046559
2024-10-14T00:00:00+05:30, 340, 344.6, 337.25, 340.75, 7967181
2024-10-15T00:00:00+05:30, 344.2, 351.5, 343.9, 348.75, 17183945
2024-10-16T00:00:00+05:30, 352, 355.9, 348.05, 350.75, 17073700
2024-10-17T00:00:00+05:30, 349.15, 350.6, 341.85, 342.7, 11023063
2024-10-18T00:00:00+05:30, 342.7, 343.9, 334.3, 342.5, 7328694
2024-10-21T00:00:00+05:30, 342.55, 345.5, 330.2, 331.65, 8609636
2024-10-22T00:00:00+05:30, 332, 332.55, 322, 322.9, 6372285
2024-10-23T00:00:00+05:30, 322, 325.85, 316.55, 323.05, 6639274
2024-10-24T00:00:00+05:30, 323, 325.4, 320, 321.45, 5706821
2024-10-25T00:00:00+05:30, 323.45, 323.6, 303.1, 306.3, 11583887
2024-10-28T00:00:00+05:30, 307.3, 315.5, 305.3, 310.4, 13299872
2024-10-29T00:00:00+05:30, 312, 312.95, 302.25, 311.45, 8437903
2024-10-30T00:00:00+05:30, 309, 314.9, 307.35, 311.3, 6248318
2024-10-31T00:00:00+05:30, 310.5, 316.2, 307.8, 310.75, 11375689
2024-11-04T00:00:00+05:30, 313, 313.5, 298.1, 303.45, 14063318
2024-11-05T00:00:00+05:30, 301, 309.05, 300.2, 307.95, 9542018
2024-11-06T00:00:00+05:30, 311.8, 319, 307.25, 317, 10787602
2024-11-07T00:00:00+05:30, 316.35, 317.7, 311.1, 315, 7387875
